_id,archived,contentUrl,datetime,deleted,id,location.coordinates,location.type,markerColor.rgbFill,markerColor.rgbOutline,markerColors.rgbFill,markerColors.rgbOutline,position.lat,position.lng,posttime,snippetImage,snippetText,tags,title,userId
sfgate/20191216000505852,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191216000505852.html,2019-12-16T00:05:00.000Z,false,sfgate/20191216000505852,"[-122.289322,37.88118]",Point,,,null,null,37.88118,-122.289322,2018-12-16T00:05:05.852Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191216000505852/1.jpg,"Kiku has the feel of a neighborhood sushi spot, with its cozy interior and friendly service. You may spot regulars as you slurp your miso soup. A personal favorite is the Baked Spicy Scallop Roll, which is only $8.85 — not bad for scallops.","[""Bay Area"",""Berkeley"",""California"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Berkeley: Kiku Sushi,sfgate
sfgate/20191218003125003,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191218003125003.html,2019-12-18T00:31:00.000Z,false,sfgate/20191218003125003,"[-122.182267,37.453706]",Point,,,null,null,37.453706,-122.182267,2018-12-18T00:31:25.003Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191218003125003/1.jpg,"The breakfast and coffee at the this cafe are winners, but so are their lunch menus. We've heard the steak sandwich and minestrone soup are especially good.","[""Bay Area"",""California"",""Hidden Gem Restaurants"",""Menlo Park"",""Restaurants"",""United States""]",Menlo Park: Cafe Borrone,sfgate
robbearman/201909162356,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/pescaderobeach.html,2019-09-16T23:56:00.000Z,false,robbearman/201909162356,"[-122.413825,37.259514]",Point,,,null,null,37.259514,-122.413825,2019-09-16T23:56:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/pescaderobeach/1.jpg,"The San Mateo County coast is strung like pearls with picturesque, little beaches that beckon to travelers following the coast highway. Pescadero Beach lies at the 'T' formed by the intersection of Highway One and Pescadero Creek Road. If you're coming from the town of Pescadero and neglected to turn onto the highway, you'd end up first in an unpaved parking lot followed by a rocky ride out on a spit of land jutting into the sea.","[""Beaches"",""Bluffs"",""California"",""Exploring the World"",""Ocean"",""Pescadero"",""United States"",""Views""]",Pescadero Beach,robbearman
GundermanGroup/20200415155253410,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415155253410.html,2020-04-14T16:00:00.000Z,false,GundermanGroup/20200415155253410,"[-122.278107,37.768898]",Point,,,null,null,,,2020-04-15T15:52:53.410Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415155253410/1.jpg,Bayfront education center with an 800-gallon aquarium and interactive exhibits about marine life.,"[""Alameda"",""California"",""Crab Cove"",""Gold Coast"",""Neighborhoods"",""Parks"",""United States""]",Crab Cove Visitor Center,GundermanGroup
GundermanGroup/20200415164944572,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415164944572.html,2020-04-15T16:49:44.000Z,false,GundermanGroup/20200415164944572,"[-122.26906,37.784793]",Point,,,null,null,,,2020-04-15T16:49:44.572Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415164944572/1.jpg,Marina Village Yacht Harbor,"[""Alameda"",""California"",""Gold Coast"",""Marina Village Yacht Harbor"",""Marinas"",""Neighborhoods"",""United States"",""Views""]",Marina Village Yacht Harbor,GundermanGroup
davemichaels/201911081900,false,accounts/us-east-1:6d72d8d7-fe48-424b-b76b-fa040471a8a0/html/purisimacreektrail.html,2019-11-09T19:00:00.000Z,false,davemichaels/201911081900,"[-122.369408,37.437133]",Point,,,null,null,37.437133,-122.369408,2019-11-09T19:00:00.000Z,accounts/us-east-1:6d72d8d7-fe48-424b-b76b-fa040471a8a0/images/purisimacreektrail/1.jpg,"Someone said, ""Go take a hike!"" So I did!!","[""California"",""Exploring the World"",""Half Moon Bay"",""Parks"",""United States"",""Views""]",Purisima Creek Trail,davemichaels
miawilson/201911091530,false,accounts/us-east-1:9b2500ca-4708-4cab-83a1-326add811f5d/html/fishermansbastion.html,2019-11-09T15:30:00.000Z,false,miawilson/201911091530,"[19.034781,47.502212]",Point,,,null,null,47.502212,19.034781,2019-11-09T15:30:00.000Z,accounts/us-east-1:9b2500ca-4708-4cab-83a1-326add811f5d/images/fishermansbastion/1.jpg,"Eastern Europe has this specific aura that permeates geography; wherever you are in Eastern Europe, you can tell you’re in Eastern Europe. Particularly in late November when the dark, wet and cold just add to the air of severity that lingers from the Soviet era.","[""Budapest"",""Exploring the World"",""Europe"",""Hungary""]","Fisherman's Bastion",miawilson
amybearman/201911102130,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/glenorchyqueenstownroad.html,2019-11-10T21:30:00.000Z,false,amybearman/201911102130,"[168.567306,-45.060886]",Point,,,null,null,-45.060886,168.567306,2019-11-10T21:30:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/glenorchyqueenstownroad/1.jpg,One of the best scenic drives in the South Island.,"[""Exploring the World"",""Glenorchy"",""Lakes"",""Lake Wakatipu"",""New Zealand"",""Queenstown"",""Videos"",""Views""]",Glenorchy-Queenstown Road,amybearman
robbearman/20200409185027060,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200409185027060.html,2020-04-09T16:00:00.000Z,false,robbearman/20200409185027060,"[-103.347824,31.592787]",Point,,,null,null,,,2020-04-09T18:50:27.060Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200409185027060/1.jpg,"Planet Energy Basemaps provide frequent snapshots of a given sedimentary basin, and with machine learning analytics, it is possible to automatically detect road construction faster than any publicly available data source.","[""Permian Basin"",""Planet.com"",""Satellite"",""Texas"",""United States""]",Automating Road Detections in the Permian Basin,robbearman
sfgate/20191218004356219,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191218004356219.html,2019-12-18T00:43:00.000Z,false,sfgate/20191218004356219,"[-121.917333,37.423624]",Point,,,null,null,37.423624,-121.917333,2018-12-18T00:43:56.219Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191218004356219/1.jpg,"Darda may have ""seafood"" in the name, but this Muslim-Chinese restaurant's halal meat dishes are delicious, too. Try the lamb with homemade chow mein noodles (pictured) or with green onions.","[""Bay Area"",""California"",""Hidden Gem Restaurants"",""Milpitas"",""Restaurants"",""United States""]",Milpitas: Darda Seafood Restaurant,sfgate
amybearman/201911122200,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/milfordsound.html,2019-11-12T22:00:00.000Z,false,amybearman/201911122200,"[167.861738,-44.615335]",Point,,,null,null,-44.615335,167.861738,2019-11-12T22:00:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/milfordsound/1.jpg,We got ridiculously lucky with sunny weather in the rainiest place on Earth.,"[""Exploring the World"",""Milford Sound"",""New Zealand"",""Views""]",Milford Sound,amybearman
sfgate/20191216002852489,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191216002852489.html,2019-12-16T00:28:00.000Z,false,sfgate/20191216002852489,"[-121.936051,37.940946]",Point,,,null,null,37.940946,-121.936051,2018-12-16T00:28:52.489Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191216002852489/1.jpg,"Skipolini’s claim to fame is its Prego Pizza, which promises to help induce labor. It sounds like a combination pizza but with more types of meat than you could ever imagine. The Yelp reviews are filled with people swearing it worked for them.","[""Bay Area"",""California"",""Clayton"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Clayton: Skipolini’s Pizza,sfgate
sfgate/20191228002744730,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191228002744730.html,2019-12-28T00:27:00.000Z,false,sfgate/20191228002744730,"[-122.417466,37.761815]",Point,,,null,null,37.761815,-122.417466,2018-12-28T00:27:44.730Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191228002744730/1.jpg,"The exterior of Whiz Burgers looks like it hasn't changed much since it was built in 1950's at the corner of 18th Street and South Van Ness.","[""Bay Area"",""California"",""Diners"",""Restaurants"",""San Francisco"",""United States""]",Whiz Burgers,sfgate
sfgate/20191216002126605,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191216002126605.html,2019-12-16T00:21:00.000Z,false,sfgate/20191216002126605,"[-121.93142,37.283854]",Point,,,null,null,37.283854,-121.93142,2018-12-16T00:21:26.605Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191216002126605/1.jpg,"The go-to order here is the gyro (though there are salads, like the falafel salad pictured, if you’re craving something healthier). Leave room for dessert: The Greek donut holes soaked in honey syrup and cinnamon are to die for.","[""Bay Area"",""California"",""Campbell"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Campbell: Yiassoo,sfgate
robbearman/20200401224853247,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200401224853247.html,2016-04-18T05:00:00.000Z,false,robbearman/20200401224853247,"[86.716667,27.816667]",Point,,,null,null,,,2020-04-01T22:48:53.247Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200401224853247/1.jpg,"Elia Saikaly led the video production effort in collaboration with Google Maps to illustrate the Khumbu, Nepal region near Mount Everest. I find the Himalayas to be so fascinating, and exploring the geography with virtual tools is something people could take part in only recently. This video is a beautiful mosaic of the people and geography of the region.","[""Asia"",""Elia Saikaly"",""Exploring the World"",""Google Earth"",""Himalayas"",""Khumbu"",""Nepal"",""Mount Everest"",""Mountains"",""Views"",""Videos"",""YouTube""]","Trek the mountains of Khumbu, Nepal in Google Maps",robbearman
robbearman/20200410000557366,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200410000557366.html,2020-04-09T23:00:00.000Z,false,robbearman/20200410000557366,"[-117.752111,33.50963]",Point,,,null,null,,,2020-04-10T00:05:57.366Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200410000557366/1.jpg,"Aliso Beach webcam in Laguna Beach, California.","[""Aliso Beach"",""Beaches"",""California"",""Laguna Beach"",""Ocean"",""United States""]",Aliso Beach Webcam,robbearman
GundermanGroup/20200415170031133,false,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/html/20200415170031133.html,2020-04-15T17:00:31.133Z,false,GundermanGroup/20200415170031133,"[-122.236561,37.771722]",Point,,,null,null,,,2020-04-15T17:00:31.133Z,accounts/us-east-1:dbd424c7-4433-4a02-9fd2-8f33b69fb202/images/20200415170031133/1.jpg,Park Street Bridge,"[""Alameda"",""Bridges"",""California"",""Gold Coast"",""Neighborhoods"",""Park Street Bridge"",""United States"",""Views""]",Park Street Bridge,GundermanGroup
nytimes/201911192230,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/crosstowntrail-6.html,2019-11-19T22:30:00.000Z,false,nytimes/201911192230,"[-122.455305,37.749235]",Point,,,null,null,37.749235,-122.455305,2019-11-20T08:00:00.005Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/crosstowntrail-6/1.jpg,“Bob!” someone in a sun hat shouts.,"[""California"",""ctold"",""San Francisco"",""Tours"",""Trails"",""United States""]",Crosstown Trail: Bedpan Alley,nytimes
amybearman/201911122000,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/mirrorlakes.html,2019-11-12T20:00:00.000Z,false,amybearman/201911122000,"[168.011263,-45.028325]",Point,,,null,null,-45.028325,168.011263,2019-11-12T20:00:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/mirrorlakes/1.jpg,A quiet morning at Mirror Lakes on the way to Milford Sound.,"[""Exploring the World"",""Lakes"",""Mirror Lakes"",""New Zealand"",""Videos"",""Views""]",Mirror Lakes,amybearman
sfgate/20191227235022081,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191227235022081.html,2019-12-27T23:50:00.000Z,false,sfgate/20191227235022081,"[-122.40613,37.742321]",Point,,,null,null,37.742321,-122.40613,2018-12-27T23:50:22.081Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191227235022081/1.jpg,"I used to stop here years ago, on my way home to the Excelsior. They sold the biggest donuts in town. I’d get one that was glazed and frosted. Last time I was there, that ring of sugary delight cost 75 cents. Very San Francisco old school interior.","[""Bay Area"",""California"",""Diners"",""Restaurants"",""San Francisco"",""United States""]",Silver Crest Donut Shop,sfgate
robbearman/201909231904,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/yosemitemisttrail.html,2019-09-23T19:04:00.000Z,false,robbearman/201909231904,"[-119.543498,37.727362]",Point,,,null,null,37.726844,-119.558417,2019-09-23T19:04:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/yosemitemisttrail/1.jpg,"Bergführer Mia glared at me. ""Come on. You'll always regret you didn't get to the top. You're almost there."" I craned my neck back, trying to discern the stone steps disappearing into the rock's shadow, wondering how they led to the top of Vernal Fall. I let go of my momentary vertigo, snorted at Mia's exhortations, muttered something about Frodo and Sam climbing Mordor's secret staircase, and continued trudging upwards.","[""California"",""Exploring the World"",""Mountains"",""Sierras"",""United States"",""Views"",""Waterfalls"",""Yosemite""]",Yosemite Mist Trail,robbearman
sfgate/20191217173042438,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191217173042438.html,2019-12-17T17:30:00.000Z,false,sfgate/20191217173042438,"[-122.87098,38.611183]",Point,,,null,null,38.611183,-122.87098,2018-12-17T17:30:42.438Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191217173042438/1.jpg,"Whether you're craving wine or beer, this place has an impressive list of both. And if you're a truffle fan, their truffle fries are loaded with the umami flavor.","[""Bay Area"",""California"",""Healdsburg"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Healdsburg: Barrels Brews & Bites,sfgate
nytimes/201911192045,false,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/html/crosstowntrail-4.html,2019-11-19T20:45:00.000Z,false,nytimes/201911192045,"[-122.43397,37.734303]",Point,,,null,null,37.734303,-122.43397,2019-11-20T08:00:00.003Z,accounts/us-east-1:bf02ac13-dc22-4dd7-825f-55c67fd7ce18/images/crosstowntrail-4/1.jpg,"The village-like Glen Park neighborhood, along the trail.","[""California"",""ctold"",""San Francisco"",""Tours"",""Trails"",""United States""]",Crosstown Trail: Glen Park,nytimes
robbearman/201909171848,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/sanfranciscocityhall.html,2019-09-17T18:48:00.000Z,false,robbearman/201909171848,"[-122.418631,37.779392]",Point,,,null,null,37.779392,-122.418631,2019-09-17T18:48:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/sanfranciscocityhall/1.jpg,"""Can we go see City Hall? Have you ever seen it?"" I said we can, and that I haven't, even though I was born in San Francisco and have lived in the Bay Area for the majority of my life. ""It's supposed to be beautiful,"" said Mia. So we drove up on a weekday to see the building restored at a cost of $300-million for earthquake safety and cosmetic reasons. ""You can reserve areas for weddings,"" she pointed out. I stared blankly.","[""Architecture"",""California"",""City Hall"",""Exploring the World"",""San Francisco"",""United States""]",San Francisco City Hall,robbearman
sfgate/20191227235634546,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191227235634546.html,2019-12-27T23:56:00.000Z,false,sfgate/20191227235634546,"[-122.43013,37.786368]",Point,,,null,null,37.786368,-122.43013,2018-12-27T23:56:34.546Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191227235634546/1.jpg,"The exterior of the Benkyo-do in San Francisco.  The restaurant, famous for its manju and mochi, has been own and run by the Okamura family in Japantown since 1906.","[""Bay Area"",""California"",""Diners"",""Restaurants"",""San Francisco"",""United States""]",Benkyo-do,sfgate
robbearman/201909221700,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/yosemite.html,2019-09-22T17:00:00.000Z,false,robbearman/201909221700,"[-119.67705,37.715756]",Point,,,null,null,37.715756,-119.67705,2019-09-22T17:00:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/yosemite/1.jpg,"It was time for my tri-decennial trip to Yosemite, having not visited in over thirty years. Someone, and I won't point out that it was Mia, made overnight reservations at Yosemite Lodge, plunked down the money, and commandeered my schedule, so off we went at 5 am driving through night and dawn until we reached the tunnel entrance to the Valley where we gawped and blinked at the amazing, never-before-photographed (except for millions) vista of El Capitan, Bridalveil Fall, and Half Dome in the distance.","[""California"",""Exploring the World"",""Mountains"",""Sierras"",""United States"",""Views"",""Waterfalls"",""Yosemite""]",Yosemite,robbearman
sfgate/20191217175221066,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191217175221066.html,2019-12-17T17:52:00.000Z,false,sfgate/20191217175221066,"[-122.11563,37.380423]",Point,,,null,null,37.380423,-122.11563,2018-12-17T17:52:21.066Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191217175221066/1.jpg,"State of Mind is relatively new to downtown to Los Altos, but is already a favorite for locals on a casual night out. The arcade games entertain kids and adults alike as they chow down on pizza and appetizers (like the blistered shishito peppers above).","[""Bay Area"",""California"",""Hidden Gem Restaurants"",""Los Altos"",""Restaurants"",""United States""]",Los Altos: State of Mind Public House & Pizzeria,sfgate
robbearman/201908311900,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/wilderranchstatepark.html,2019-08-31T19:00:00.000Z,false,robbearman/201908311900,"[-122.085203,36.959942]",Point,,,null,null,36.959942,-122.085203,2019-08-31T19:00:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/wilderranchstatepark/1.jpg,"Head up a mile or two north of Santa Cruz on Highway 1, and you'll find Wilder Ranch State Park, an open space consisting of ocean bluffs and hills straddling the highway.","[""Beaches"",""Bluffs"",""California"",""Exploring the World"",""Ocean"",""Santa Cruz"",""State Park"",""United States"",""Views"",""Wilder Ranch""]",Wilder Ranch State Park,robbearman
robbearman/20200402181052707,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200402181052707.html,2020-04-02T18:00:00.000Z,false,robbearman/20200402181052707,"[138.727152,35.361078]",Point,,,null,null,,,2020-04-02T18:10:52.707Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200402181052707/1.jpg,"Mount Fuji, 100 km southwest of Tokyo, is Japan's tallest volcano at 3776 m (12,389 ft). It's an active volcano, last erupting in 1708.","[""Asia"",""Exploring the World"",""Mount Fuji"",""Mountains"",""Japan"",""Videos"",""Views"",""Volcanoes"",""YouTube""]",Trek Mt. Fuji with Google Maps,robbearman
robbearman/20200407174856433,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200407174856433.html,2020-04-04T16:00:00.000Z,false,robbearman/20200407174856433,"[-118.051729,33.700481]",Point,,,null,null,,,2020-04-07T17:48:56.433Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200407174856433/1.jpg,"State Route 1 (SR 1) is a major north–south state highway that runs along most of the Pacific coastline of the U.S. state of California. At a total of just over 656 miles (1,056 km), it is the longest state route in California. SR 1 has several portions designated as either Pacific Coast Highway (PCH), Cabrillo Highway, Shoreline Highway, or Coast Highway. Its southern terminus is at Interstate 5 (I-5) near Dana Point in Orange County and its northern terminus is at U.S. Route 101 (US 101) near Leggett in Mendocino County. SR 1 also at times runs concurrently with US 101, most notably through a 54-mile (87 km) stretch in Ventura and Santa Barbara counties, and across the Golden Gate Bridge.","[""Beaches"",""California"",""Exploring the World"",""Laguna Beach"",""Long Beach"",""Orange County"",""Ocean"",""United States"",""Videos"",""Views"",""YouTube""]",Driving Pacific Coast Highway - Long Beach to Laguna Beach,robbearman
robbearman/201908252117,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/grizzlypeakview.html,2019-08-25T21:17:00.000Z,false,robbearman/201908252117,"[-122.247589,37.880428]",Point,,,null,null,37.880428,-122.247589,2019-08-25T21:17:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/grizzlypeakview/1.jpg,"Ever since I was a student at UC Berkeley, I thought the best Bay Area views of the Bay Area were from the Oakland/Berkeley hills. From these East Bay vistas, you look back to San Francisco landmarks over the expanse of the bay, the hills come into focus and perspective, from Mount Sutro to Mount Tamalpais above the Marin Headlands, and the San Francisco skyline takes a more distant but consolidated shape.","[""Berkeley"",""California"",""Exploring the World"",""Grizzly Peak Road"",""San Francisco Bay"",""UC Berkeley"",""United States"",""Views""]",Grizzly Peak View,robbearman
sfgate/20191228011504555,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191228011504555.html,2019-12-28T01:14:00.000Z,false,sfgate/20191228011504555,"[-122.454899,37.781132]",Point,,,null,null,37.781132,-122.454899,2018-12-28T01:15:04.555Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191228011504555/1.jpg,"Marianne Hinge-Crossan tends to customers at Mel's Drive-In on Geary Boulevard, where she has been working the morning shift for the past 17 years. ""I like people, love people and I learned a long time ago that a smile and a hello gets you a long ways,"" said Hinge-Crossan.","[""Bay Area"",""California"",""Diners"",""Restaurants"",""San Francisco"",""United States""]","Mel's Drive-In",sfgate
sfgate/20191215235219418,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191215235219418.html,2019-12-15T12:23:00.000Z,false,sfgate/20191215235219418,"[-122.363102,37.586995]",Point,,,null,null,37.586995,-122.363102,2018-12-15T23:52:19.418Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191215235219418/1.jpg,"“Sunken dining tables, shoeless patrons, and exotic meats (kangaroo, boar, even lion) make this a really wild date spot, but it is kept off the beaten path thanks to its location. ... There really isn’t an experience like it in the Bay,” said one SFGATE staffer. Pictured is the fried chicken skin with ponzu sauce.","[""Bay Area"",""Burlingame"",""California"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Burlingame: Mokutanya,sfgate
amybearman/201911142200,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/crownrangeroad.html,2019-11-14T22:00:00.000Z,false,amybearman/201911142200,"[168.920342,-44.995659]",Point,,,null,null,-44.995659,168.920342,2019-11-14T22:00:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/crownrangeroad/1.jpg,Overlooking the Shire from Crown Range Road scenic overlook.,"[""Crown Range Road"",""Exploring the World"",""New Zealand"",""Views""]",Crown Range Road,amybearman
robbearman/201910121700,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/giantstowarriors.html,2019-10-12T17:00:00.000Z,false,robbearman/201910121700,"[-122.388386,37.782631]",Point,,,null,null,37.782631,-122.388386,2019-10-12T17:00:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/giantstowarriors/1.jpg,"My first opportunity to see the spanking new Chase Center in Mission Bay was going to be on a miniature golfing outing with Dave. This is because golf is very important to Dave, I won't do 18 holes over 4.5 hours of grim turf trudging, and because Mia thought miniature golfing would be a blast. And the Chase Center was nearby. Yosemite intervened. You can read about that elsewhere.","[""California"",""Embarcadero"",""Exploring the World"",""San Francisco"",""United States"",""Views""]",Giants to Warriors,robbearman
amybearman/201911110430,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/drivingbacktoqueenstown.html,2019-11-11T04:30:00.000Z,false,amybearman/201911110430,"[168.313291,-44.748941]",Point,,,null,null,-44.748941,168.313291,2019-11-11T04:30:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/drivingbacktoqueenstown/1.jpg,Driving back to Queenstown after a day of driving and hiking.,"[""Exploring the World"",""Queenstown"",""Routeburn Track"",""New Zealand"",""Videos"",""Views""]",Driving Back to Queenstown,amybearman
sfgate/20191216003630235,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191216003630235.html,2019-12-16T00:36:00.000Z,false,sfgate/20191216003630235,"[-122.01569,37.982713]",Point,,,null,null,37.982713,-122.01569,2018-12-16T00:36:30.235Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191216003630235/1.jpg,"Digger’s is a classic neighborhood diner. It’s the greasy spoon you need after a long night out. If you’ve got a big appetite, go for the chicken-fried steak.","[""Bay Area"",""California"",""Concord"",""Hidden Gem Restaurants"",""Restaurants"",""United States""]",Concord: Digger’s Diner,sfgate
robbearman/201909282050,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/embarcaderocenter.html,2019-09-28T20:50:00.000Z,false,robbearman/201909282050,"[-122.397875,37.794853]",Point,,,null,null,37.794853,-122.397875,2019-09-28T20:50:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/embarcaderocenter/1.jpg,"""Is this a popos? I think it is! Let's go up!"" We were walking back to the Ferry Building after a walk through North Beach, and I told Mia I was on the lookout for Privately Owned Public Open Spaces to document for, well, the app you're using. She was excited to have discovered one, with staircases leading up from the street level to an elevated, expansive plaza between the buildings of the Embarcadero Center.","[""California"",""Embarcadero"",""Exploring the World"",""POPOS"",""San Francisco"",""United States"",""Views""]",Embarcadero Center,robbearman
amybearman/201911140000,false,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/html/teanau.html,2019-11-14T00:00:00.000Z,false,amybearman/201911140000,"[167.6632,-45.4912]",Point,,,null,null,-45.4912,167.6632,2019-11-14T00:00:00.000Z,accounts/us-east-1:ab41a23d-d48d-4b40-ac74-48d5c843f1f5/images/teanau/1.jpg,"The weather turned on the next day. We were the only people out for a jaunt. Our boat left us on a rainy, windswept shore of Lake Te Anau to walk the nine miles home.","[""Exploring the World"",""Lakes"",""Te Anau"",""New Zealand"",""Views""]",Te Anau,amybearman
robbearman/201906211137,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/100pine.html,2019-06-21T19:37:00.000Z,false,robbearman/201906211137,"[-122.399024,37.79279]",Point,,,null,null,37.79279,-122.399024,2019-06-21T19:37:00.000Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/100pine/2.jpg,"The public open space at 100 Pine Street is closed and under construction until the Spring of 2020. Inside the lobby, there are posters describing the new project, and they seem proud of what's coming. But, nothing to see here for the time being.","[""California"",""Exploring the World"",""Pine Street"",""POPOS"",""San Francisco"",""United States""]",100 Pine,robbearman
sfgate/20191218004014630,false,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/html/20191218004014630.html,2019-12-18T00:40:00.000Z,false,sfgate/20191218004014630,"[-122.549534,37.905903]",Point,,,null,null,37.905903,-122.549534,2018-12-18T00:40:14.630Z,accounts/us-east-1:403610b7-0a43-4d06-9269-f50de046b41c/images/20191218004014630/1.jpg,"Simple, quality ingredients are the key to excellent pizza at Bootjack. They also have gluten-free options, if you have dietary restrictions.","[""Bay Area"",""California"",""Hidden Gem Restaurants"",""Mill Valley"",""Restaurants"",""United States""]",Mill Valley: Bootjack Wood Fired Pizza,sfgate
